site_code,zone_name,cluster_name,vendor,latitude,longitude,cluster_id,cluster_rank,cluster_type
MCO084,B1,Cantanhede,ERICSSON,40.329503,-8.576741,14,9,normalized time-series kmeans
MCO091,B1,Cantanhede,ERICSSON,40.321696,-8.666091,0,6,normalized time-series kmeans
MCO108,B1,Cantanhede,ERICSSON,40.42915,-8.596515,0,6,normalized time-series kmeans
MPT007,B1,Matosinhos,ERICSSON,41.180874,-8.669159,13,4,normalized time-series kmeans
MPT001,B1,Matosinhos,ERICSSON,41.174077,-8.686777,2,8,normalized time-series kmeans
MPT011,B1,Matosinhos,ERICSSON,41.182824,-8.69358,7,3,normalized time-series kmeans
MPT008,B1,Matosinhos,ERICSSON,41.181985,-8.686465,12,5,normalized time-series kmeans
MPT009,B1,Matosinhos,ERICSSON,41.187825,-8.690611,12,5,normalized time-series kmeans
MPT005,B1,Matosinhos,ERICSSON,41.191894,-8.696447,12,5,normalized time-series kmeans
MPT476,B1,Matosinhos,ERICSSON,41.188796,-8.703675,14,9,normalized time-series kmeans
MPT002,B1,Matosinhos,ERICSSON,41.180366,-8.690372,6,10,normalized time-series kmeans
MPT010,B1,Matosinhos,ERICSSON,41.184758,-8.682362,13,4,normalized time-series kmeans
MPT012,B1,Matosinhos,ERICSSON,41.177728,-8.677675,12,5,normalized time-series kmeans
MPT006,B1,Matosinhos,ERICSSON,41.189203,-8.674483,12,5,normalized time-series kmeans
MPT003,B1,Matosinhos,ERICSSON,41.194418,-8.700836,5,1,normalized time-series kmeans
MBR113,B1,Vila Verde,ERICSSON,41.602629,-8.55295,11,7,normalized time-series kmeans
MBR120,B1,Vila Verde,ERICSSON,41.667607,-8.438265,11,7,normalized time-series kmeans
MBR114,B1,Vila Verde,ERICSSON,41.627117,-8.46792,14,9,normalized time-series kmeans
MBR118,B1,Vila Verde,ERICSSON,41.607648,-8.501095,0,6,normalized time-series kmeans
MBR117,B1,Vila Verde,ERICSSON,41.672124,-8.507973,0,6,normalized time-series kmeans
MBR112,B1,Vila Verde,ERICSSON,41.652111,-8.430137,8,2,normalized time-series kmeans
MBR115,B1,Vila Verde,ERICSSON,41.659596,-8.391625,2,8,normalized time-series kmeans
MBR087,B1,Braga Oeste,ERICSSON,41.527981,-8.448117,7,3,normalized time-series kmeans
MBR088,B1,Braga Oeste,ERICSSON,41.54234,-8.428165,5,1,normalized time-series kmeans
MBR079,B1,Braga Oeste,ERICSSON,41.559828,-8.420084,10,0,normalized time-series kmeans
MBR086,B1,Braga Oeste,ERICSSON,41.55552,-8.435963,6,10,normalized time-series kmeans
MBR089,B1,Braga Oeste,ERICSSON,41.537766,-8.433948,13,4,normalized time-series kmeans
MBR090,B1,Braga Oeste,ERICSSON,41.551144,-8.425342,3,11,normalized time-series kmeans
MBR080,B1,Braga Oeste,ERICSSON,41.549274,-8.433296,8,2,normalized time-series kmeans
MBR096,B1,Braga Oeste,ERICSSON,41.555012,-8.42146,3,11,normalized time-series kmeans
MBR095,B1,Braga Oeste,ERICSSON,41.547918,-8.42326,10,0,normalized time-series kmeans
MPT144,B1,Santo Tirso,ERICSSON,41.337901,-8.493658,3,11,normalized time-series kmeans
MPT151,B1,Santo Tirso,ERICSSON,41.322898,-8.469751,12,5,normalized time-series kmeans
MPT140,B1,Santo Tirso,ERICSSON,41.352322,-8.366391,2,8,normalized time-series kmeans
MPT137,B1,Santo Tirso,ERICSSON,41.33994,-8.474244,7,3,normalized time-series kmeans
MPT149,B1,Santo Tirso,ERICSSON,41.310478,-8.411042,13,4,normalized time-series kmeans
MPT146,B1,Santo Tirso,ERICSSON,41.316892,-8.51167,13,4,normalized time-series kmeans
MPT148,B1,Santo Tirso,ERICSSON,41.34709,-8.481753,3,11,normalized time-series kmeans
MPT487,B1,Santo Tirso,ERICSSON,41.32435,-8.442958,14,9,normalized time-series kmeans
MPT139,B1,Santo Tirso,ERICSSON,41.309574,-8.470056,12,5,normalized time-series kmeans
MPT134,B1,Santo Tirso,ERICSSON,41.346871,-8.417221,12,5,normalized time-series kmeans
MLR037,B1,Agua Formosa,ERICSSON,39.895986,-8.830571,14,9,normalized time-series kmeans
MLR039,B1,Agua Formosa,ERICSSON,39.921868,-8.95156,11,7,normalized time-series kmeans
MLR032,B1,Agua Formosa,ERICSSON,39.927928,-8.883552,3,11,normalized time-series kmeans
MLR038,B1,Agua Formosa,ERICSSON,39.973065,-8.701169,13,4,normalized time-series kmeans
MLR040,B1,Agua Formosa,ERICSSON,39.926457,-8.780927,11,7,normalized time-series kmeans
MLR068,B1,Agua Formosa,ERICSSON,39.89978,-8.879466,7,3,normalized time-series kmeans
MLR041,B1,Agua Formosa,ERICSSON,39.947254,-8.776927,3,11,normalized time-series kmeans
MLR036,B1,Agua Formosa,ERICSSON,39.945136,-8.787513,12,5,normalized time-series kmeans
MLR035,B1,Agua Formosa,ERICSSON,39.906456,-8.802222,14,9,normalized time-series kmeans
MLR034,B1,Agua Formosa,ERICSSON,39.953266,-8.740602,11,7,normalized time-series kmeans
MLR062,B1,Agua Formosa,ERICSSON,39.878244,-8.821419,7,3,normalized time-series kmeans
MLR033,B1,Agua Formosa,ERICSSON,39.890082,-8.781269,11,7,normalized time-series kmeans
MAV026,B1,Aveiro Norte,ERICSSON,40.653762,-8.616536,7,3,normalized time-series kmeans
MAV023,B1,Aveiro Norte,ERICSSON,40.630027,-8.652631,13,4,normalized time-series kmeans
MAV028,B1,Aveiro Norte,ERICSSON,40.636947,-8.65192,10,0,normalized time-series kmeans
MAV022,B1,Aveiro Norte,ERICSSON,40.665921,-8.607712,5,1,normalized time-series kmeans
MAV021,B1,Aveiro Norte,ERICSSON,40.642978,-8.651606,10,0,normalized time-series kmeans
MAV027,B1,Aveiro Norte,ERICSSON,40.648276,-8.630228,5,1,normalized time-series kmeans
MAV025,B1,Aveiro Norte,ERICSSON,40.645531,-8.642756,5,1,normalized time-series kmeans
MAV030,B1,Aveiro Norte,ERICSSON,40.635913,-8.643789,13,4,normalized time-series kmeans
MAV024,B1,Aveiro Norte,ERICSSON,40.673735,-8.598058,13,4,normalized time-series kmeans
MPT347,B1,Campo Alegre,ERICSSON,41.154177,-8.64418,5,1,normalized time-series kmeans
MPT358,B1,Campo Alegre,ERICSSON,41.163545,-8.638682,10,0,normalized time-series kmeans
MPT340,B1,Campo Alegre,ERICSSON,41.149437,-8.649604,5,1,normalized time-series kmeans
MPT357,B1,Campo Alegre,ERICSSON,41.159338,-8.6383,7,3,normalized time-series kmeans
MPT346,B1,Campo Alegre,ERICSSON,41.153501,-8.64994,5,1,normalized time-series kmeans
MPT360,B1,Campo Alegre,ERICSSON,41.16501,-8.648997,7,3,normalized time-series kmeans
MPT350,B1,Campo Alegre,ERICSSON,41.171147,-8.638307,10,0,normalized time-series kmeans
MPT355,B1,Campo Alegre,ERICSSON,41.170654,-8.647715,7,3,normalized time-series kmeans
MPT356,B1,Campo Alegre,ERICSSON,41.148524,-8.657581,8,2,normalized time-series kmeans
MPT359,B1,Campo Alegre,ERICSSON,41.161366,-8.656525,7,3,normalized time-series kmeans
MPT345,B1,Campo Alegre,ERICSSON,41.158861,-8.650055,10,0,normalized time-series kmeans
MCO053,B1,Coimbra Este,ERICSSON,40.205451,-8.403882,10,0,normalized time-series kmeans
MCO051,B1,Coimbra Este,ERICSSON,40.211016,-8.410402,10,0,normalized time-series kmeans
MCO057,B1,Coimbra Este,ERICSSON,40.223591,-8.435363,5,1,normalized time-series kmeans
MCO059,B1,Coimbra Este,ERICSSON,40.213803,-8.414691,10,0,normalized time-series kmeans
MCO052,B1,Coimbra Este,ERICSSON,40.196641,-8.402502,10,0,normalized time-series kmeans
MCO055,B1,Coimbra Este,ERICSSON,40.210189,-8.390009,0,6,normalized time-series kmeans
MCO056,B1,Coimbra Este,ERICSSON,40.217347,-8.420595,7,3,normalized time-series kmeans
MPT302,B1,Porto Centro,ERICSSON,41.150397,-8.591109,5,1,normalized time-series kmeans
MPT306,B1,Porto Centro,ERICSSON,41.161746,-8.603673,10,0,normalized time-series kmeans
MPT312,B1,Porto Centro,ERICSSON,41.153385,-8.605714,10,0,normalized time-series kmeans
MPT317,B1,Porto Centro,ERICSSON,41.154808,-8.613786,3,11,normalized time-series kmeans
MPT311,B1,Porto Centro,ERICSSON,41.153971,-8.611371,7,3,normalized time-series kmeans
MPT313,B1,Porto Centro,ERICSSON,41.153021,-8.599471,10,0,normalized time-series kmeans
MPT315,B1,Porto Centro,ERICSSON,41.151687,-8.615159,8,2,normalized time-series kmeans
MPT300,B1,Porto Centro,ERICSSON,41.157038,-8.601937,13,4,normalized time-series kmeans
MPT305,B1,Porto Centro,ERICSSON,41.160454,-8.610403,5,1,normalized time-series kmeans
MPT314,B1,Porto Centro,ERICSSON,41.157298,-8.609564,5,1,normalized time-series kmeans
MLR025,B1,Caranguejeira,ERICSSON,39.787558,-8.749144,2,8,normalized time-series kmeans
MLR024,B1,Caranguejeira,ERICSSON,39.832481,-8.721365,14,9,normalized time-series kmeans
MLR026,B1,Caranguejeira,ERICSSON,39.76172,-8.746401,0,6,normalized time-series kmeans
MLR065,B1,Caranguejeira,ERICSSON,39.801231,-8.753145,7,3,normalized time-series kmeans
MLR027,B1,Caranguejeira,ERICSSON,39.698001,-8.781567,14,9,normalized time-series kmeans
MLR030,B1,Caranguejeira,ERICSSON,39.796316,-8.72929,13,4,normalized time-series kmeans
MLR022,B1,Caranguejeira,ERICSSON,39.740877,-8.717708,2,8,normalized time-series kmeans
MLR028,B1,Caranguejeira,ERICSSON,39.838714,-8.747182,11,7,normalized time-series kmeans
MLR014,B1,Leiria Centro,ERICSSON,39.734471,-8.784964,14,9,normalized time-series kmeans
MLR018,B1,Leiria Centro,ERICSSON,39.741488,-8.804538,3,11,normalized time-series kmeans
MLR020,B1,Leiria Centro,ERICSSON,39.748733,-8.804693,8,2,normalized time-series kmeans
MLR015,B1,Leiria Centro,ERICSSON,39.739588,-8.810262,10,0,normalized time-series kmeans
MLR013,B1,Leiria Centro,ERICSSON,39.748521,-8.791959,14,9,normalized time-series kmeans
MLR012,B1,Leiria Centro,ERICSSON,39.764435,-8.803726,8,2,normalized time-series kmeans
MLR017,B1,Leiria Centro,ERICSSON,39.759588,-8.788073,8,2,normalized time-series kmeans
MLR021,B1,Leiria Centro,ERICSSON,39.736763,-8.772738,8,2,normalized time-series kmeans
MLR019,B1,Leiria Centro,ERICSSON,39.756841,-8.804647,8,2,normalized time-series kmeans
DPT041,B1,Porto Ribeira,ERICSSON,41.140547,-8.613369,3,11,normalized time-series kmeans
MPT329,B1,Porto Ribeira,ERICSSON,41.144761,-8.610139,3,11,normalized time-series kmeans
MPT332,B1,Porto Ribeira,ERICSSON,41.14696,-8.615822,10,0,normalized time-series kmeans
MPT337,B1,Porto Ribeira,ERICSSON,41.147441,-8.619608,10,0,normalized time-series kmeans
MPT328,B1,Porto Ribeira,ERICSSON,41.147526,-8.601935,5,1,normalized time-series kmeans
MPT320,B1,Porto Ribeira,ERICSSON,41.147416,-8.609289,5,1,normalized time-series kmeans
DPT025,B1,Porto Ribeira,ERICSSON,41.148924,-8.610555,3,11,normalized time-series kmeans
MPT326,B1,Porto Ribeira,ERICSSON,41.148251,-8.614039,7,3,normalized time-series kmeans
MPT321,B1,Porto Ribeira,ERICSSON,41.14417,-8.605721,8,2,normalized time-series kmeans
MPT484,B1,Porto Ribeira,ERICSSON,41.146056,-8.594879,10,0,normalized time-series kmeans
MPT327,B1,Porto Ribeira,ERICSSON,41.142598,-8.615085,8,2,normalized time-series kmeans
MCO096,B1,Praia de Mira,ERICSSON,40.433077,-8.72897,14,9,normalized time-series kmeans
MCO104,B1,Praia de Mira,ERICSSON,40.356527,-8.710234,2,8,normalized time-series kmeans
MCO094,B1,Praia de Mira,ERICSSON,40.425891,-8.801474,3,11,normalized time-series kmeans
MCO101,B1,Praia de Mira,ERICSSON,40.397762,-8.706711,11,7,normalized time-series kmeans
MCO098,B1,Praia de Mira,ERICSSON,40.389902,-8.738781,14,9,normalized time-series kmeans
MCO102,B1,Praia de Mira,ERICSSON,40.393396,-8.655722,3,11,normalized time-series kmeans
MCO130,B1,Praia de Mira,ERICSSON,40.437351,-8.788284,3,11,normalized time-series kmeans
MCO106,B1,Praia de Mira,ERICSSON,40.318246,-8.719544,0,6,normalized time-series kmeans
MCO100,B1,Praia de Mira,ERICSSON,40.412576,-8.638028,14,9,normalized time-series kmeans
MCO099,B1,Praia de Mira,ERICSSON,40.453796,-8.778961,11,7,normalized time-series kmeans
MCO124,B1,Praia de Mira,ERICSSON,40.294198,-8.711626,0,6,normalized time-series kmeans
DCO003,B1,Coimbra Centro,ERICSSON,40.205204,-8.426468,4,13,normalized time-series kmeans
MCO048,B1,Coimbra Centro,ERICSSON,40.210637,-8.421028,10,0,normalized time-series kmeans
MCO049,B1,Coimbra Centro,ERICSSON,40.206965,-8.416371,2,8,normalized time-series kmeans
MCO047,B1,Coimbra Centro,ERICSSON,40.213124,-8.432065,10,0,normalized time-series kmeans
MCO045,B1,Coimbra Centro,ERICSSON,40.209446,-8.431673,5,1,normalized time-series kmeans
MCO044,B1,Coimbra Centro,ERICSSON,40.202418,-8.413367,5,1,normalized time-series kmeans
MCO043,B1,Coimbra Centro,ERICSSON,40.1974,-8.411659,13,4,normalized time-series kmeans
MCO131,B1,Coimbra Centro,ERICSSON,40.20022,-8.432056,6,10,normalized time-series kmeans
MLR052,B1,Marinha Grande,ERICSSON,39.730171,-8.916396,14,9,normalized time-series kmeans
MLR055,B1,Marinha Grande,ERICSSON,39.745732,-8.930931,7,3,normalized time-series kmeans
MLR059,B1,Marinha Grande,ERICSSON,39.709954,-8.861392,0,6,normalized time-series kmeans
MLR066,B1,Marinha Grande,ERICSSON,39.731385,-8.851181,3,11,normalized time-series kmeans
MLR058,B1,Marinha Grande,ERICSSON,39.747888,-8.941668,2,8,normalized time-series kmeans
MLR054,B1,Marinha Grande,ERICSSON,39.713282,-8.830004,14,9,normalized time-series kmeans
MLR057,B1,Marinha Grande,ERICSSON,39.756734,-8.924203,7,3,normalized time-series kmeans
MLR053,B1,Marinha Grande,ERICSSON,39.744735,-8.871372,14,9,normalized time-series kmeans
MAV085,B1,Vale de Cambra,ERICSSON,40.845494,-8.412169,3,11,normalized time-series kmeans
MAV102,B1,Vale de Cambra,ERICSSON,40.854152,-8.370736,14,9,normalized time-series kmeans
MAV075,B1,Vale de Cambra,ERICSSON,40.89041,-8.408911,3,11,normalized time-series kmeans
MAV076,B1,Vale de Cambra,ERICSSON,40.847552,-8.402613,14,9,normalized time-series kmeans
MAV080,B1,Vale de Cambra,ERICSSON,40.880853,-8.443356,7,3,normalized time-series kmeans
MAV088,B1,Vale de Cambra,ERICSSON,40.842653,-8.377237,0,6,normalized time-series kmeans
MAV100,B1,Vale de Cambra,ERICSSON,40.911722,-8.430083,7,3,normalized time-series kmeans
MAV103,B1,Vale de Cambra,ERICSSON,40.86018,-8.39366,7,3,normalized time-series kmeans
MPT167,B1,Castelo da Maia,ERICSSON,41.290898,-8.669187,12,5,normalized time-series kmeans
MPT169,B1,Castelo da Maia,ERICSSON,41.258953,-8.615644,3,11,normalized time-series kmeans
MPT164,B1,Castelo da Maia,ERICSSON,41.297223,-8.636858,14,9,normalized time-series kmeans
MPT159,B1,Castelo da Maia,ERICSSON,41.260566,-8.637933,6,10,normalized time-series kmeans
MPT172,B1,Castelo da Maia,ERICSSON,41.250911,-8.650125,7,3,normalized time-series kmeans
MPT162,B1,Castelo da Maia,ERICSSON,41.247639,-8.664357,7,3,normalized time-series kmeans
MPT173,B1,Castelo da Maia,ERICSSON,41.286841,-8.562644,13,4,normalized time-series kmeans
MPT156,B1,Castelo da Maia,ERICSSON,41.272079,-8.577563,14,9,normalized time-series kmeans
MPT160,B1,Castelo da Maia,ERICSSON,41.268967,-8.612146,6,10,normalized time-series kmeans
MCO019,B1,Condeixa a Nova,ERICSSON,40.06324,-8.427507,14,9,normalized time-series kmeans
MCO026,B1,Condeixa a Nova,ERICSSON,40.112626,-8.49656,10,0,normalized time-series kmeans
MCO024,B1,Condeixa a Nova,ERICSSON,40.128363,-8.522242,12,5,normalized time-series kmeans
MCO020,B1,Condeixa a Nova,ERICSSON,40.103514,-8.487475,14,9,normalized time-series kmeans
MCO021,B1,Condeixa a Nova,ERICSSON,40.101064,-8.401263,2,8,normalized time-series kmeans
MCO022,B1,Condeixa a Nova,ERICSSON,40.134077,-8.394928,2,8,normalized time-series kmeans
MCO023,B1,Condeixa a Nova,ERICSSON,40.100251,-8.531964,14,9,normalized time-series kmeans
MCO018,B1,Condeixa a Nova,ERICSSON,40.12867,-8.492122,14,9,normalized time-series kmeans
MCO025,B1,Condeixa a Nova,ERICSSON,40.132519,-8.470402,2,8,normalized time-series kmeans
MCO064,B1,Figueira da Foz,ERICSSON,40.214203,-8.806982,2,8,normalized time-series kmeans
MCO063,B1,Figueira da Foz,ERICSSON,40.143882,-8.752909,2,8,normalized time-series kmeans
MCO065,B1,Figueira da Foz,ERICSSON,40.216698,-8.848531,13,4,normalized time-series kmeans
MCO117,B1,Figueira da Foz,ERICSSON,40.185827,-8.808244,0,6,normalized time-series kmeans
MCO071,B1,Figueira da Foz,ERICSSON,40.148984,-8.806345,2,8,normalized time-series kmeans
MCO070,B1,Figueira da Foz,ERICSSON,40.174645,-8.787539,2,8,normalized time-series kmeans
MCO062,B1,Figueira da Foz,ERICSSON,40.167812,-8.841358,2,8,normalized time-series kmeans
MCO141,B1,Figueira da Foz,ERICSSON,40.174165,-8.883765,2,8,normalized time-series kmeans
MCO060,B1,Figueira da Foz,ERICSSON,40.154747,-8.85333,2,8,normalized time-series kmeans
MCO066,B1,Figueira da Foz,ERICSSON,40.150699,-8.866441,14,9,normalized time-series kmeans
MCO061,B1,Figueira da Foz,ERICSSON,40.169779,-8.872217,2,8,normalized time-series kmeans
MPT215,B1,Povoa do Varzim,ERICSSON,41.387744,-8.767275,8,2,normalized time-series kmeans
MPT214,B1,Povoa do Varzim,ERICSSON,41.370078,-8.753133,8,2,normalized time-series kmeans
MPT219,B1,Povoa do Varzim,ERICSSON,41.397621,-8.717106,2,8,normalized time-series kmeans
MPT220,B1,Povoa do Varzim,ERICSSON,41.381571,-8.728668,14,9,normalized time-series kmeans
MPT478,B1,Povoa do Varzim,ERICSSON,41.380807,-8.747127,7,3,normalized time-series kmeans
MPT216,B1,Povoa do Varzim,ERICSSON,41.361697,-8.738878,5,1,normalized time-series kmeans
MPT211,B1,Povoa do Varzim,ERICSSON,41.380465,-8.766644,11,7,normalized time-series kmeans
MPT212,B1,Povoa do Varzim,ERICSSON,41.351984,-8.745874,11,7,normalized time-series kmeans
MPT374,B1,Senhora da Hora,ERICSSON,41.193482,-8.663787,1,14,normalized time-series kmeans
MPT380,B1,Senhora da Hora,ERICSSON,41.177669,-8.668303,6,10,normalized time-series kmeans
MPT378,B1,Senhora da Hora,ERICSSON,41.176436,-8.64735,5,1,normalized time-series kmeans
MPT383,B1,Senhora da Hora,ERICSSON,41.183889,-8.663836,10,0,normalized time-series kmeans
MPT379,B1,Senhora da Hora,ERICSSON,41.191577,-8.656081,13,4,normalized time-series kmeans
MPT370,B1,Senhora da Hora,ERICSSON,41.170276,-8.659972,10,0,normalized time-series kmeans
MPT373,B1,Senhora da Hora,ERICSSON,41.199214,-8.672215,2,8,normalized time-series kmeans
MPT382,B1,Senhora da Hora,ERICSSON,41.177555,-8.66332,6,10,normalized time-series kmeans
MPT372,B1,Senhora da Hora,ERICSSON,41.200563,-8.661019,7,3,normalized time-series kmeans
MPT366,B1,Senhora da Hora,ERICSSON,41.186381,-8.654715,10,0,normalized time-series kmeans
MPT506,B1,Senhora da Hora,ERICSSON,41.175501,-8.655201,10,0,normalized time-series kmeans
MPT246,B1,Castelo de Paiva,ERICSSON,41.086749,-8.250928,7,3,normalized time-series kmeans
MPT242,B1,Castelo de Paiva,ERICSSON,41.117477,-8.213404,11,7,normalized time-series kmeans
MPT243,B1,Castelo de Paiva,ERICSSON,41.047348,-8.348634,0,6,normalized time-series kmeans
MPT236,B1,Castelo de Paiva,ERICSSON,41.15432,-8.24724,2,8,normalized time-series kmeans
MPT239,B1,Castelo de Paiva,ERICSSON,41.087703,-8.268943,0,6,normalized time-series kmeans
MAV032,B1,Castelo de Paiva,ERICSSON,41.049285,-8.312099,0,6,normalized time-series kmeans
MVI001,B1,Castelo de Paiva,ERICSSON,41.065349,-8.233437,0,6,normalized time-series kmeans
MPT248,B1,Castelo de Paiva,ERICSSON,41.125036,-8.302576,2,8,normalized time-series kmeans
MAV031,B1,Castelo de Paiva,ERICSSON,41.032341,-8.38817,0,6,normalized time-series kmeans
MPT249,B1,Castelo de Paiva,ERICSSON,41.11446,-8.269425,13,4,normalized time-series kmeans
MPT233,B1,Castelo de Paiva,ERICSSON,41.142145,-8.280195,2,8,normalized time-series kmeans
MPT088,B1,Leca da Palmeira,ERICSSON,41.20413,-8.689471,8,2,normalized time-series kmeans
MPT076,B1,Leca da Palmeira,ERICSSON,41.202837,-8.712055,11,7,normalized time-series kmeans
MPT087,B1,Leca da Palmeira,ERICSSON,41.221924,-8.662078,7,3,normalized time-series kmeans
MPT074,B1,Leca da Palmeira,ERICSSON,41.214682,-8.677778,8,2,normalized time-series kmeans
MPT081,B1,Leca da Palmeira,ERICSSON,41.223187,-8.681733,10,0,normalized time-series kmeans
MPT091,B1,Leca da Palmeira,ERICSSON,41.22117,-8.695332,12,5,normalized time-series kmeans
MPT082,B1,Leca da Palmeira,ERICSSON,41.204305,-8.69776,8,2,normalized time-series kmeans
MPT077,B1,Leca da Palmeira,ERICSSON,41.23502,-8.667977,10,0,normalized time-series kmeans
MPT089,B1,Leca da Palmeira,ERICSSON,41.234634,-8.653254,10,0,normalized time-series kmeans
MPT080,B1,Leca da Palmeira,ERICSSON,41.209266,-8.655345,5,1,normalized time-series kmeans
MCO034,B1,Montemor o Velho,ERICSSON,40.178012,-8.678214,14,9,normalized time-series kmeans
MCO033,B1,Montemor o Velho,ERICSSON,40.265012,-8.717411,2,8,normalized time-series kmeans
MCO037,B1,Montemor o Velho,ERICSSON,40.116795,-8.632466,0,6,normalized time-series kmeans
MCO036,B1,Montemor o Velho,ERICSSON,40.219299,-8.593482,13,4,normalized time-series kmeans
MCO031,B1,Montemor o Velho,ERICSSON,40.174339,-8.705303,0,6,normalized time-series kmeans
MCO032,B1,Montemor o Velho,ERICSSON,40.231672,-8.667804,13,4,normalized time-series kmeans
MCO118,B1,Montemor o Velho,ERICSSON,40.231011,-8.775007,3,11,normalized time-series kmeans
MCO030,B1,Montemor o Velho,ERICSSON,40.21998,-8.548688,2,8,normalized time-series kmeans
MCO038,B1,Montemor o Velho,ERICSSON,40.257863,-8.763725,13,4,normalized time-series kmeans
MCO035,B1,Montemor o Velho,ERICSSON,40.14975,-8.637642,14,9,normalized time-series kmeans
MLR047,B1,Vieira de Leiria,ERICSSON,39.851173,-8.874015,14,9,normalized time-series kmeans
MLR044,B1,Vieira de Leiria,ERICSSON,39.785627,-8.867711,12,5,normalized time-series kmeans
MLR042,B1,Vieira de Leiria,ERICSSON,39.825561,-8.932686,11,7,normalized time-series kmeans
MLR046,B1,Vieira de Leiria,ERICSSON,39.791921,-8.829658,2,8,normalized time-series kmeans
MLR043,B1,Vieira de Leiria,ERICSSON,39.876303,-8.970489,13,4,normalized time-series kmeans
MLR048,B1,Vieira de Leiria,ERICSSON,39.794346,-8.924412,0,6,normalized time-series kmeans
MLR050,B1,Vieira de Leiria,ERICSSON,39.86921,-8.925055,11,7,normalized time-series kmeans
MLR049,B1,Vieira de Leiria,ERICSSON,39.838702,-8.830536,13,4,normalized time-series kmeans
MLR045,B1,Vieira de Leiria,ERICSSON,39.801271,-8.877913,2,8,normalized time-series kmeans
MLR051,B1,Vieira de Leiria,ERICSSON,39.764561,-8.825873,5,1,normalized time-series kmeans
MAV152,B1,Gafanha da Nazare,ERICSSON,40.588374,-8.67408,14,9,normalized time-series kmeans
MAV135,B1,Gafanha da Nazare,ERICSSON,40.55921,-8.753054,0,6,normalized time-series kmeans
MAV129,B1,Gafanha da Nazare,ERICSSON,40.638564,-8.742923,11,7,normalized time-series kmeans
MAV223,B1,Gafanha da Nazare,ERICSSON,40.635675,-8.697443,8,2,normalized time-series kmeans
MAV125,B1,Gafanha da Nazare,ERICSSON,40.613216,-8.752134,11,7,normalized time-series kmeans
MAV128,B1,Gafanha da Nazare,ERICSSON,40.60084,-8.666952,8,2,normalized time-series kmeans
MAV146,B1,Gafanha da Nazare,ERICSSON,40.616887,-8.718676,14,9,normalized time-series kmeans
MPT066,B1,Pacos de Ferreira,ERICSSON,41.287386,-8.342133,3,11,normalized time-series kmeans
MPT071,B1,Pacos de Ferreira,ERICSSON,41.274433,-8.394607,0,6,normalized time-series kmeans
MPT056,B1,Pacos de Ferreira,ERICSSON,41.264738,-8.431155,12,5,normalized time-series kmeans
MPT067,B1,Pacos de Ferreira,ERICSSON,41.277919,-8.364628,8,2,normalized time-series kmeans
MPT062,B1,Pacos de Ferreira,ERICSSON,41.234741,-8.360524,2,8,normalized time-series kmeans
MPT064,B1,Pacos de Ferreira,ERICSSON,41.229746,-8.321986,2,8,normalized time-series kmeans
MPT050,B1,Pacos de Ferreira,ERICSSON,41.277832,-8.374016,13,4,normalized time-series kmeans
MPT072,B1,Pacos de Ferreira,ERICSSON,41.258803,-8.354631,14,9,normalized time-series kmeans
MPT058,B1,Pacos de Ferreira,ERICSSON,41.250897,-8.403489,12,5,normalized time-series kmeans
MPT063,B1,Pacos de Ferreira,ERICSSON,41.289496,-8.384961,5,1,normalized time-series kmeans
MPT060,B1,Pacos de Ferreira,ERICSSON,41.270294,-8.341349,13,4,normalized time-series kmeans
MPT057,B1,Pacos de Ferreira,ERICSSON,41.278533,-8.423047,12,5,normalized time-series kmeans
MCO073,B1,Sao Joao do Campo,ERICSSON,40.247444,-8.48899,2,8,normalized time-series kmeans
MCO079,B1,Sao Joao do Campo,ERICSSON,40.241738,-8.445193,7,3,normalized time-series kmeans
MCO072,B1,Sao Joao do Campo,ERICSSON,40.280489,-8.520384,14,9,normalized time-series kmeans
MCO075,B1,Sao Joao do Campo,ERICSSON,40.236823,-8.403136,12,5,normalized time-series kmeans
MCO077,B1,Sao Joao do Campo,ERICSSON,40.281223,-8.479607,9,12,normalized time-series kmeans
MCO074,B1,Sao Joao do Campo,ERICSSON,40.253122,-8.415198,13,4,normalized time-series kmeans
MCO080,B1,Sao Joao do Campo,ERICSSON,40.194235,-8.37327,0,6,normalized time-series kmeans
MCO076,B1,Sao Joao do Campo,ERICSSON,40.271005,-8.455704,13,4,normalized time-series kmeans
MCO081,B1,Sao Joao do Campo,ERICSSON,40.232421,-8.515128,12,5,normalized time-series kmeans
MCO078,B1,Sao Joao do Campo,ERICSSON,40.268052,-8.408484,12,5,normalized time-series kmeans
MPT285,B1,Vila Nova de Gaia,ERICSSON,41.135979,-8.607748,8,2,normalized time-series kmeans
MPT485,B1,Vila Nova de Gaia,ERICSSON,41.129009,-8.593698,5,1,normalized time-series kmeans
MPT277,B1,Vila Nova de Gaia,ERICSSON,41.137902,-8.588339,5,1,normalized time-series kmeans
MPT278,B1,Vila Nova de Gaia,ERICSSON,41.124866,-8.605694,10,0,normalized time-series kmeans
MPT289,B1,Vila Nova de Gaia,ERICSSON,41.122597,-8.611342,6,10,normalized time-series kmeans
MPT288,B1,Vila Nova de Gaia,ERICSSON,41.121908,-8.602054,6,10,normalized time-series kmeans
MPT287,B1,Vila Nova de Gaia,ERICSSON,41.135332,-8.616235,8,2,normalized time-series kmeans
MPT294,B1,Vila Nova de Gaia,ERICSSON,41.128728,-8.610317,7,3,normalized time-series kmeans
